Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2021.04.24,10851,334,17260,5717,60475,6424,8047,1615,1099,34812,19973,478,2031,24114,13271,5927,4962,6436,10336,772,8648,14090,18409,7150,7175,9072,1563,2242,5422,1282,25367,4024,51748,12523,1517,19743,6716,2484,25982,2660,9414,1958,12080,49873,2180,244,10675,5434,2817,7474,705
2021.04.25,10851,334,17268,5718,60513,6432,8047,1616,1099,34848,19975,478,2031,24139,13274,5927,4962,6449,10336,772,8661,14096,18409,7157,7175,9075,1563,2242,5422,1284,25380,4024,51800,12523,1517,19756,6716,2485,25987,2660,9430,1958,12086,49888,2182,244,10691,5434,2821,7473,705
2021.04.26,10852,347,17268,5720,60514,6442,8066,1617,1099,34912,20009,478,2034,24150,13280,5927,4964,6459,10342,772,8670,14107,18446,7157,7178,9077,1563,2242,5433,1284,25399,4027,51839,12560,1517,19777,6716,2486,25996,2663,9433,1960,12097,49916,2183,244,10706,5450,2821,7473,705
2021.04.27,10854,347,17276,5725,60556,6447,8067,1617,1100,34958,20027,479,2040,24174,13293,5930,4964,6476,10352,777,8688,14113,18563,7169,7188,9116,1566,2242,5444,1294,25460,4039,51914,12583,1517,19791,6716,2488,26068,2664,9435,1961,12105,49976,2186,245,10722,5462,2662,7494,707
2021.04.28,10879,347,17282,5726,60621,6460,8080,1622,1104,35030,20098,482,2045,24211,13312,5931,4979,6485,10367,778,8709,14122,18600,7191,7193,9129,1567,2242,5448,1296,25509,4051,51937,12619,1517,19805,6788,2490,26128,2668,9472,1962,12122,50046,2190,246,10735,5474,2673,7534,707
2021.04.29,10887,347,17305,5735,60726,6471,8084,1624,1105,35084,20158,483,2045,24252,13324,5931,4979,6497,10376,782,8718,14138,18716,7221,7195,9132,1570,2243,5459,1301,25529,4058,52006,12631,1522,19824,6788,2491,26176,2669,9495,1962,12131,50111,2197,246,10751,5487,2674,7542,707
2021.04.30,10896,347,17324,5739,60875,6482,8097,1625,1105,35161,20190,483,2046,24291,13332,5950,4983,6501,10382,784,8744,14152,18753,7237,7199,9138,1571,2244,5464,1303,25554,4067,52055,12651,1523,19846,6788,2495,26209,2671,9497,1967,12138,50166,2202,246,10770,5499,2679,7550,707
2021.05.01,10913,347,17338,5741,60992,6491,8097,1626,1105,35239,20212,483,2046,24330,13338,5952,4983,6513,10382,789,8764,14161,18893,7247,7199,9145,1574,2245,5464,1304,25588,4067,52107,12651,1525,19865,6788,2498,26239,2671,9506,1967,12137,50220,2203,247,10777,5499,2679,7569,707
2021.05.02,10913,347,17344,5743,61037,6494,8097,1626,1106,35268,20212,483,2046,24358,13349,5959,4983,6517,10382,789,8776,14165,18893,7253,7199,9148,1574,2245,5464,1305,25600,4067,52157,12651,1525,19889,6788,2501,26258,2671,9520,1967,12138,50241,2204,247,10791,5499,2686,7567,707
2021.05.03,10913,348,17344,5747,61039,6506,8112,1626,1106,35307,20227,484,2052,24389,13350,5959,4986,6525,10393,790,8788,14179,18922,7256,7207,9150,1574,2245,5473,1305,25616,4073,52219,12691,1525,19906,6788,2502,26274,2678,9524,1970,12151,50282,2204,248,10807,5507,2686,7567,707
2021.05.04,10913,348,17355,5752,61090,6515,8117,1626,1106,35399,20241,484,2052,24410,13363,5960,4986,6532,10405,790,8803,14185,19055,7267,7221,9209,1577,2244,5480,1307,25658,4083,52279,12700,1525,19923,6788,2508,26325,2681,9524,1973,12162,50330,2217,248,10823,5528,2695,7582,710
2021.05.05,10930,348,17360,5754,61148,6529,8124,1628,1109,35478,20273,485,2052,24443,13373,5962,5000,6542,10418,791,8813,14197,19100,7284,7223,9215,1578,2245,5487,1308,25707,4085,52334,12721,1528,19942,6832,2509,26374,2682,9536,1976,12178,50391,2219,248,10844,5539,2707,7596,710
2021.05.06,10946,349,17367,5757,61232,6536,8131,1629,1110,35549,20294,486,2053,24483,13379,5980,5000,6548,10425,793,8822,14204,19223,7297,7226,9219,1580,2249,5490,1311,25740,4089,52368,12738,1530,19956,6832,2514,26434,2685,9558,1977,12189,50446,2219,249,10861,5553,2713,7614,710
2021.05.07,10966,349,17391,5759,61302,6544,8137,1629,1110,35635,20337,486,2061,24524,13397,5983,5017,6559,10433,794,8833,14210,19253,7309,7228,9221,1592,2254,5498,1311,25769,4098,52407,12780,1529,19969,6832,2522,26470,2687,9566,1980,12191,50501,2223,249,10874,5564,2719,7625,710
2021.05.08,10978,349,17407,5760,61367,6552,8137,1636,1110,35700,20368,487,2061,24546,13405,5984,5017,6578,10433,795,8843,14219,19377,7317,7228,9224,1592,2252,5498,1314,25791,4098,52450,12780,1529,19981,6832,2528,26501,2687,9586,1980,12191,50544,2223,249,10885,5564,2726,7652,710
2021.05.10,10978,349,17409,5764,61396,6573,8154,1641,1110,35783,20368,488,2061,24590,13419,5985,5017,6597,10438,795,8861,14235,19411,7324,7234,9230,1592,2246,5506,1315,25810,4106,52523,12790,1529,20008,6832,2533,26545,2690,9596,1981,12226,50583,2225,249,10902,5586,2729,7652,710
2021.05.11,10985,351,17428,5770,61430,6582,8156,1644,1113,35831,20391,488,2058,24617,13434,5989,5017,6620,10451,797,8870,14242,19513,7333,7240,9244,1593,2247,5509,1318,25841,4108,52565,12801,1532,20022,6832,2549,26594,2694,9596,1981,12230,50637,2236,251,10919,5593,2734,7666,712
2021.05.12,10997,353,17430,5777,61465,6592,8161,1644,1115,35882,20432,489,2064,24640,13445,5994,5030,6630,10463,798,8879,14250,19528,7348,7244,9252,1595,2257,5515,1322,25882,4111,52620,12830,1532,20038,6878,2560,26626,2696,9603,1988,12239,50703,2249,252,10934,5614,2748,7687,712
2021.05.13,11001,353,17438,5783,61507,6599,8168,1648,1115,35929,20450,489,2064,24671,13450,5997,5030,6637,10469,798,8896,14262,19646,7367,7247,9258,1597,2286,5523,1326,25906,4112,52661,12853,1533,20056,6878,2572,26684,2698,9619,1989,12246,50752,2255,252,10961,5626,2751,7706,712
2021.05.14,11024,353,17447,5790,61532,6612,8173,1651,1116,36000,20482,490,2069,24725,13466,5998,5039,6643,10478,799,8908,14274,19678,7376,7254,9266,1598,2286,5530,1329,25932,4113,52698,12862,1534,20070,6878,2582,26706,2700,9627,1991,12256,50815,2256,252,10991,5622,2756,7707,712
2021.05.15,11038,353,17459,5793,61587,6617,8173,1651,1118,36056,20505,491,2069,24770,13471,6000,5039,6648,10478,801,8925,14280,19790,7379,7254,9270,1598,2286,5530,1331,25952,4113,52709,12862,1534,20087,6878,2585,26727,2700,9638,1991,12257,50853,2258,252,11008,5622,2757,7712,712
2021.05.16,11038,353,17459,5794,61610,6624,8173,1651,1120,36075,20506,492,2069,24795,13480,6006,5039,6656,10478,802,8929,14285,19790,7389,7254,9270,1598,2278,5530,1332,25961,4113,52748,12862,1534,20102,6878,2587,26780,2700,9653,1991,12261,50853,2258,252,11018,5622,2761,7712,712
2021.05.17,11038,364,17466,5796,61615,6633,8194,1651,1122,36133,20506,492,2069,24801,13486,6006,5041,6662,10489,803,8932,14306,19812,7389,7257,9271,1598,2266,5533,1333,25975,4116,52782,12891,1534,20113,6878,2590,26814,2701,9654,1993,12273,50884,2259,252,11029,5640,2762,7712,712
2021.05.18,11043,368,17480,5805,61644,6643,8198,1651,1122,36227,20532,492,2073,24830,13507,6013,5041,6673,10500,805,8945,14314,19899,7403,7268,9387,1602,2256,5540,1339,25998,4118,52813,12911,1534,20126,6878,2594,26844,2703,9656,1994,12287,50923,2271,254,11042,5653,2763,7726,713
2021.05.19,11045,369,17497,5805,61685,6647,8204,1652,1124,36271,20569,492,2074,24864,13518,6018,5054,6678,10509,807,8957,14322,19931,7418,7269,9403,1602,2244,5545,1340,26030,4122,52837,12938,1536,20147,6918,2601,26887,2703,9667,1994,12298,50992,2275,255,11048,5673,2767,7732,713
2021.05.20,11077,369,17509,5808,61736,6654,8208,1652,1125,36347,20591,492,2080,24913,13525,6025,5054,6693,10517,816,8959,14327,20013,7426,7278,9408,1604,2240,5550,1341,26053,4126,52863,12950,1537,20163,6918,2606,26938,2703,9669,2001,12314,51040,2279,255,11068,5690,2769,7734,713
2021.05.21,11080,369,17531,5811,61794,6657,8212,1654,1125,36441,20637,494,2080,24935,13547,6035,5058,6698,10522,818,8973,14339,20051,7447,7279,9417,1604,2248,5552,1341,26070,4131,52888,12958,1537,20174,6918,2613,26958,2704,9672,2001,12317,51081,2289,255,11074,5702,2772,7745,713
2021.05.22,11112,369,17547,5816,61828,6663,8212,1659,1125,36463,20661,494,2080,24976,13553,6035,5058,6705,10522,819,8990,14344,20140,7456,7279,9420,1603,2248,5552,1344,26084,4131,52905,12958,1537,20193,6918,2618,26995,2704,9674,2001,12320,51120,2290,255,11097,5702,2772,7748,713
2021.05.23,11112,369,17555,5817,61843,6674,8212,1659,1127,36474,20661,496,2080,25001,13553,6035,5058,6716,10522,820,9007,14349,20140,7463,7279,9420,1603,2248,5552,1344,26091,4131,52925,12958,1537,20200,6918,2622,27004,2704,9684,2001,12326,51137,2290,255,11106,5702,2772,7748,713
2021.05.24,11112,369,17555,5820,61853,6685,8219,1659,1130,36501,20661,496,2086,25011,13554,6035,5059,6720,10535,822,9022,14351,20154,7463,7285,9420,1603,2249,5559,1344,26100,4245,52958,12987,1537,20218,6918,2624,27027,2705,9690,2004,12333,51157,2292,255,11116,5709,2775,7749,713
2021.05.25,11124,369,17569,5824,61905,6686,8221,1659,1130,36581,20699,496,2087,25029,13566,6038,5059,6725,10548,824,9029,14360,20225,7474,7298,9463,1606,2236,5563,1344,26124,4245,52975,13004,1537,20233,6918,2628,27060,2707,9705,2004,12339,51196,2292,255,11137,5722,2782,7760,719
2021.05.26,11138,369,17576,5827,61938,6690,8227,1660,1131,36647,20735,496,2088,25057,13571,6044,5068,6744,10562,825,9037,14364,20239,7486,7302,9481,1607,2236,5570,1346,26159,4254,53002,13031,1539,20248,7291,2639,27092,2708,9708,2004,12362,51258,2292,255,11143,5741,2788,7765,719
2021.05.27,11140,369,17594,5829,62091,6698,8230,1660,1132,36733,20774,498,2090,25101,13583,6047,5068,6748,10570,825,9581,14383,20301,7496,7304,9490,1610,2236,5578,1349,26173,4259,53023,13055,1541,20263,7291,2660,27143,2708,9711,2004,12375,51309,2294,255,11152,5754,2792,7814,719
2021.05.28,11146,369,17609,5830,62103,6708,8238,1660,1132,36774,20820,498,2090,25127,13596,6053,5077,6758,10576,825,9592,14388,20324,7501,7310,9495,1612,2249,5586,1351,26185,4263,53049,13078,1543,20279,7291,2665,27188,2708,9726,2010,12378,51360,2297,255,11156,5765,2792,7830,719
2021.05.29,11146,369,17628,5830,62121,6716,8238,1661,1132,36774,20837,499,2090,25166,13615,6055,5077,6782,10576,825,9599,14393,20376,7511,7310,9496,1613,2249,5586,1352,26201,4263,53064,13078,1543,20285,7291,2666,27203,2708,9728,2010,12380,51395,2301,255,11160,5765,2792,7830,719
2021.05.30,11146,369,17628,5832,62128,6718,8238,1661,1132,36774,20837,500,2090,25185,13620,6055,5077,6802,10576,825,9607,14397,20376,7519,7310,9496,1613,2249,5586,1353,26207,4263,53080,13078,1543,20295,7291,2668,27209,2708,9732,2010,12380,51409,2301,255,11173,5765,2792,7830,719
2021.05.31,11146,369,17628,5833,62135,6727,8238,1661,1132,36774,20837,500,2090,25223,13620,6055,5077,6806,10576,825,9614,14397,20376,7519,7316,9498,1613,2249,5586,1353,26212,4263,53098,13078,1543,20306,7291,2671,27214,2708,9736,2014,12390,51413,2302,255,11186,5765,2792,7856,719
2021.06.01,11156,369,17628,5834,62159,6736,8244,1661,1134,36869,20838,500,2090,25233,13628,6057,5077,7067,10592,825,9616,14407,20389,7520,7318,9499,1613,2249,5590,1353,26219,4264,53123,13101,1543,20320,7291,2674,27214,2712,9736,2014,12399,51431,2302,255,11194,5789,2797,7875,720
2021.06.02,11167,369,17648,5835,62199,6746,8247,1666,1135,36924,20867,500,2097,25241,13637,6061,5081,7071,10595,827,9622,14410,20423,7520,7322,9537,1621,2249,5593,1353,26247,4268,53132,13110,1543,20329,7316,2676,27259,2712,9739,2019,12406,51485,2305,255,11206,5801,2800,7894,720
2021.06.03,11188,369,17653,5842,62278,6755,8245,1668,1136,36973,20900,501,2101,25265,13657,6065,5081,7077,10605,837,9626,14416,20485,7530,7324,9544,1627,2249,5599,1354,26253,4273,53151,13130,1546,20339,7316,2683,27295,2715,9739,2020,12410,51541,2308,255,11216,5821,2807,7923,720
2021.06.04,11198,369,17673,5845,62332,6759,8246,1674,1136,36985,20942,501,2101,25282,13661,6067,5085,7086,10615,838,9630,14424,20511,7538,7325,9554,1632,2249,5600,1355,26265,4280,53207,13151,1546,20348,7316,2686,27325,2717,9744,2022,12410,51584,2311,256,11222,5836,2813,7954,720
2021.06.05,11198,369,17698,5846,62563,6761,8246,1677,1136,36985,20986,502,2101,25314,13685,6068,5085,7091,10615,839,9639,14428,20588,7554,7325,9558,1632,2249,5600,1355,26273,4280,53221,13151,1547,20361,7316,2691,27343,2717,9752,2022,12413,51611,2311,256,11229,5836,2813,7954,720
2021.06.06,11198,369,17700,5846,62581,6766,8246,1677,1136,36985,20986,505,2101,25352,13685,6072,5085,7098,10615,839,9645,14432,20588,7558,7325,9557,1632,2249,5600,1355,26279,4280,53254,13151,1547,20367,7316,2694,27348,2717,9754,2022,12412,51628,2311,256,11236,5836,2813,7954,720
2021.06.07,11217,369,17700,5849,62583,6772,8253,1677,1136,36985,20986,505,2106,25372,13687,6073,5101,7103,10619,839,9649,14436,20600,7560,7333,9560,1633,2251,5607,1357,26285,4286,53265,13199,1547,20376,7316,2694,27360,2717,9754,2022,12425,51642,2313,256,11245,5856,2821,7965,720
2021.06.08,11220,369,17713,5852,62591,6776,8255,1677,1137,36985,21024,505,2105,25386,13696,6078,5101,7109,10622,840,9653,14438,20658,7562,7343,9593,1634,2254,5610,1357,26285,4287,53275,13212,1547,20384,7316,2700,27395,2719,9754,2023,12427,51682,2316,256,11253,5785,2822,7981,725
2021.06.09,11249,369,17715,5854,62634,6779,8257,1677,1137,36985,21049,505,2116,25413,13708,6084,5104,7121,10631,843,9658,14443,20667,7570,7347,9608,1636,2256,5617,1357,26316,4292,53283,13230,1548,20399,7325,2716,27417,2722,9761,2023,12429,51719,2318,256,11260,5793,2846,7995,725
2021.06.10,11252,369,17742,5856,62665,6783,8260,1679,1137,36985,21094,505,2116,25430,13710,6095,5104,7138,10638,843,9667,14449,20712,7577,7348,9611,1638,2256,5621,1360,26322,4295,53296,13246,1548,20408,7325,2726,27438,2722,9761,2026,12432,51750,2319,256,11270,5803,2848,8007,725
2021.06.11,11266,373,17740,5859,62591,6787,8261,1679,1137,37265,21128,506,2116,25452,13714,6097,5107,7147,10648,844,9677,14455,20720,7589,7353,9614,1641,2256,5622,1360,26324,4297,53313,13265,1551,20415,7325,2726,27457,2722,9776,2026,12430,51793,2319,256,11283,5815,2849,8013,725
2021.06.12,11266,373,17761,5860,62593,6790,8261,1679,1138,37265,21158,506,2116,25469,13745,6099,5107,7155,10648,845,9683,14457,20778,7596,7353,9615,1641,2256,5622,1360,26324,4297,53330,13265,1551,20427,7325,2729,27465,2722,9776,2026,12430,51817,2323,256,11293,5815,2849,8013,725
2021.06.13,11266,373,17768,5861,62588,6796,8261,1679,1138,37265,21158,506,2116,25481,13745,6102,5107,7158,10648,845,9686,14458,20778,7605,7353,9615,1641,2256,5622,1360,26330,4297,53340,13265,1551,20430,7325,2730,27479,2722,9780,2026,12433,51834,2323,256,11307,5815,2849,8013,725
2021.06.14,11274,373,17768,5863,62597,6802,8263,1679,1138,37265,21158,506,2116,25490,13746,6102,5125,7163,10655,845,9688,14464,20787,7610,7354,9618,1643,2258,5626,1363,26334,4302,53349,13292,1551,20442,7325,2730,27490,2722,9790,2026,12438,51842,2323,256,11318,5782,2853,8015,725
2021.06.15,11281,373,17779,5869,62612,6807,8263,1679,1138,37265,21171,506,2116,25505,13752,6103,5125,7171,10660,848,9689,14466,20817,7611,7361,9638,1647,2258,5631,1364,26345,4302,53365,13296,1552,20455,7325,2737,27514,2723,9790,2026,12440,51869,2323,256,11328,5800,2856,8023,734
2021.06.16,11288,373,17791,5867,62633,6818,8265,1679,1139,37265,21228,507,2122,25531,13763,6109,5128,7175,10670,853,9695,14468,20822,7616,7368,9640,1649,2258,5635,1364,26357,4305,53367,13314,1553,20465,7354,2744,27531,2723,9786,2026,12447,51909,2324,256,11330,5801,2861,8041,734
2021.06.17,11288,373,17809,5869,62663,6825,8266,1679,1140,37265,21258,507,2122,25552,13764,6109,5128,7178,10677,854,9698,14476,20848,7620,7369,9645,1651,2258,5642,1366,26364,4310,53380,13320,1554,20472,7354,2745,27546,2724,9790,2027,12450,51942,2324,256,11336,5810,2863,8046,734
2021.06.18,11306,373,17822,5874,62695,6829,8270,1679,1141,37555,21292,510,2122,25566,13766,6109,5129,7180,10688,854,9702,14479,20862,7624,7371,9646,1651,2259,5649,1367,26368,4316,53388,13340,1554,20479,7354,2750,27559,2724,9792,2027,12452,51984,2326,256,11342,5820,2863,8047,734
2021.06.19,11306,373,17838,5874,62725,6831,8270,1682,1141,37555,21319,511,2122,25566,13795,6112,5129,7184,10688,854,9707,14482,20862,7629,7371,9648,1651,2259,5649,1367,26372,4316,53395,13340,1554,20483,7354,2753,27559,2724,9792,2027,12455,51999,2328,256,11343,5820,2863,8047,734
2021.06.20,11306,373,17843,5874,62733,6834,8270,1683,1141,37555,21318,513,2122,25566,13795,6114,5129,7187,10688,854,9707,14486,20862,7638,7371,9648,1651,2259,5649,1367,26374,4316,53397,13340,1554,20489,7354,2754,27566,2724,9792,2027,12458,52012,2330,256,11351,5820,2863,8047,734
2021.06.21,11311,373,17843,5876,62743,6839,8269,1683,1141,37555,21318,513,2136,25592,13799,6114,5129,7190,10693,854,9707,14490,20898,7642,7378,9649,1652,2259,5646,1367,26377,4326,53405,13368,1554,20499,7354,2756,27568,2724,9801,2027,12468,52021,2330,256,11360,5838,2863,8064,734
2021.06.22,11311,373,17858,5884,62782,6841,8271,1691,1141,37555,21329,513,2140,25598,13811,6117,5129,7194,10699,854,9715,14491,20912,7643,7390,9664,1655,2257,5653,1368,26392,4330,53423,13382,1557,20504,7354,2757,27604,2726,9804,2027,12473,52051,2333,256,11367,5843,2870,8067,734
2021.06.23,11328,374,17868,5887,62851,6841,8271,1693,1141,37555,21350,513,2140,25608,13816,6120,5139,7196,10709,856,9722,14496,20914,7648,7390,9668,1657,2259,5654,1369,26410,4332,53430,13393,1557,20510,7384,2759,27612,2726,9804,2029,12477,52084,2336,256,11368,5889,2872,8077,740
2021.06.24,11328,374,17875,5890,62923,6851,8274,1693,1141,37555,21367,513,2143,25626,13819,6124,5139,7200,10717,856,9729,14499,20945,7654,7391,9669,1661,2259,5664,1369,26416,4334,53426,13408,1558,20515,7384,2760,27627,2727,9805,2029,12484,52119,2337,256,11381,5898,2876,8092,740
2021.06.25,11336,374,17903,5893,62982,6858,8275,1693,1141,37772,21369,514,2145,25638,13822,6125,5147,7204,10723,858,9730,14499,20959,7665,7395,9673,1662,2259,5667,1371,26428,4335,53435,13412,1558,20517,7384,2761,27636,2728,9819,2030,12484,52148,2351,256,11396,5902,2876,8099,740
2021.06.26,11336,374,17914,5893,63022,6861,8275,1694,1141,37772,21393,516,2145,25638,13822,6131,5147,7207,10723,858,9734,14500,20959,7671,7395,9676,1662,2259,5667,1371,26434,4335,53440,13412,1559,20521,7384,2763,27642,2728,9819,2030,12487,52167,2355,256,11402,5902,2876,8099,740
2021.06.27,11336,374,17913,5893,63034,6868,8275,1694,1141,37772,21393,516,2145,25637,13822,6133,5147,7210,10723,858,9737,14500,20959,7675,7395,9676,1662,2259,5667,1371,26437,4335,53455,13412,1559,20525,7384,2763,27651,2728,9819,2030,12491,52176,2363,256,11396,5902,2876,8099,740
2021.06.28,11338,374,17913,5897,63040,6880,8276,1694,1141,37772,21393,516,2145,25657,13836,6133,5150,7212,10728,858,9739,14502,20964,7680,7401,9676,1662,2259,5670,1371,26438,4336,53463,13420,1559,20530,7384,2763,27657,2728,9814,2030,12498,52182,2365,256,11402,5911,2878,8109,740
2021.06.29,11338,374,17930,5905,63064,6884,8276,1694,1141,37772,21412,516,2149,25669,13844,6134,5150,7217,10732,858,9740,14504,20996,7680,7412,9717,1665,2261,5678,1371,26444,4338,53467,13424,1559,20534,7384,2770,27670,2728,9817,2033,12496,52211,2368,256,11412,5920,2879,8126,747
2021.06.30,11352,377,17936,5909,63138,6887,8278,1694,1141,37772,21423,517,2152,25673,13850,6138,5156,7220,10738,858,9741,14505,20999,7687,7412,9726,1665,2261,5681,1372,26457,4340,53470,13437,1559,20541,7388,2774,27678,2730,9819,2035,12502,52239,2371,256,11415,5930,2891,8128,747
2021.07.01,11352,377,17939,5909,63178,6890,8279,1694,1141,37772,21428,518,2154,25684,13855,6140,5156,7223,10748,859,9744,14508,21013,7692,7415,9731,1666,2261,5692,1372,26462,4343,53481,13434,1559,20547,7388,2778,27687,2730,9826,2038,12505,52312,2375,257,11419,5938,2897,8134,747
2021.07.02,11358,377,17961,5913,63187,6893,8279,1695,1141,37985,21443,518,2158,25695,13863,6142,5158,7229,10757,860,9746,14509,21009,7698,7419,9748,1666,2261,5697,1372,26467,4344,53483,13434,1559,20553,7388,2781,27695,2730,9830,2038,12507,52357,2378,258,11423,5939,2899,8135,747
2021.07.03,11358,377,17975,5913,63187,6894,8279,1695,1141,37985,21443,518,2158,25696,13863,6146,5158,7237,10757,860,9749,14509,21009,7703,7419,9756,1666,2261,5697,1372,26472,4344,53483,13434,1559,20555,7388,2781,27704,2730,9830,2038,12510,52379,2378,258,11423,5939,2899,8135,747
2021.07.04,11358,377,17979,5913,63187,6896,8279,1695,1141,37985,21443,518,2158,25696,13863,6146,5158,7240,10757,860,9749,14509,21009,7703,7419,9758,1666,2261,5697,1372,26473,4344,53492,13434,1559,20559,7388,2781,27706,2730,9830,2038,12510,52388,2378,258,11427,5939,2899,8135,747
2021.07.05,11358,377,17979,5920,63252,6902,8279,1695,1141,37985,21443,518,2158,25696,13863,6146,5158,7242,10757,860,9751,14509,21009,7703,7419,9758,1666,2261,5697,1372,26477,4344,53496,13434,1559,20564,7388,2781,27706,2730,9841,2038,12511,52388,2378,258,11431,5939,2899,8144,747
2021.07.06,11358,377,18000,5926,63292,6906,8279,1695,1142,37985,21457,518,2159,25723,13884,6148,5158,7245,10763,860,9754,14517,21031,7708,7425,9758,1668,2262,5702,1373,26477,4346,53502,13455,1559,20572,7388,2782,27708,2730,9841,2038,12517,52410,2385,258,11434,5960,2901,8144,751
2021.07.07,11387,377,18004,5933,63345,6911,8278,1695,1143,37985,21467,518,2162,25733,13892,6149,5165,7250,10765,861,9755,14519,21031,7708,7436,9788,1671,2262,5705,1374,26490,4347,53508,13460,1559,20577,7406,2788,27718,2730,9843,2039,12525,52436,2387,258,11436,5973,2901,8154,751
2021.07.08,11387,377,18003,5944,63403,6919,8279,1695,1143,37985,21470,519,2163,25744,13909,6149,5166,7253,10771,861,9758,14523,21031,7710,7437,9792,1672,2262,5707,1374,26493,4353,53512,13475,1561,20580,7406,2790,27729,2730,9844,2039,12529,52472,2389,258,11441,5986,2904,8158,751
