Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2021.01.24,6660,259,12238,4606,36641,5827,6819,1267,872,25293,13250,342,1669,20680,10996,4487,3616,3421,8565,544,6865,11958,15181,6163,5772,6848,1151,1879,4026,987,20951,3145,42144,8695,1436,16734,3279,1880,20606,2272,6547,1705,8859,34960,1595,170,6078,4114,1895,6190,571
2021.01.25,6662,259,12239,4650,36868,5847,6911,1271,879,25446,13303,342,1681,20744,11037,4488,3645,3460,8590,547,6900,11996,15219,6166,5777,6855,1151,1894,4029,990,20972,3157,42357,8720,1436,16835,3293,1882,20668,2285,6552,1705,8970,35140,1597,171,6081,4148,1899,6199,571
2021.01.26,6896,260,12448,4690,37541,5857,6934,1276,888,25673,13482,401,1688,20853,11087,4492,3646,3495,8621,558,6963,12027,15305,6174,5852,6984,1185,1905,4088,994,21105,3171,42537,8776,1440,16922,3323,1904,20895,2296,6578,1705,9162,35502,1613,171,6174,4167,1928,6264,596
2021.01.27,7172,261,12643,4742,38234,5868,6976,1283,895,25833,13643,404,1714,20949,11137,4500,3740,3542,8688,562,6996,12095,15314,6192,5917,7018,1201,1917,4134,1006,21220,3198,42699,8915,1441,17001,3388,1924,21111,2303,6673,1739,9316,35955,1620,172,6228,4211,1953,6302,596
2021.01.28,7340,262,12819,4784,38838,5875,7020,1292,902,26035,13827,406,1721,21074,11180,4532,3741,3611,8743,567,7037,12116,15402,6208,5945,7041,1210,1921,4181,1022,21301,3226,42905,9046,1442,17084,3423,1930,21301,2317,6903,1763,9417,36334,1620,172,6308,4243,1983,6334,596
2021.01.29,7566,262,13022,4831,39486,5886,7046,1299,907,26254,13986,407,1725,21146,11220,4577,3802,3668,8801,570,7076,12190,15410,6236,5983,7055,1227,1921,4218,1036,21383,3248,43090,9157,1444,17169,3471,1938,21470,2324,6942,1768,9461,36722,1655,172,6379,4285,2006,6390,596
2021.01.30,7566,262,13098,4838,40079,5893,7046,1301,909,26360,14196,407,1725,21213,11262,4651,3802,3714,8801,590,7107,12246,15525,6255,6018,7070,1232,1920,4264,1042,21455,3265,43268,9287,1447,17252,3504,1957,21598,2333,7014,1775,9574,36957,1663,173,6449,4285,2015,6430,596
2021.01.31,7688,262,13120,4868,40419,5895,7046,1305,913,26479,14198,410,1725,21253,11296,4901,3804,3745,8859,590,7127,12278,15525,6268,6045,7071,1233,1920,4270,1057,21484,3283,43450,9335,1447,17325,3547,1957,21656,2341,7042,1778,9650,37108,1665,174,6464,4285,2024,6434,596
2021.02.01,7688,262,13124,4895,40617,5903,7119,1308,916,26685,14242,410,1735,21273,11331,4906,3834,3780,8912,595,7154,12300,15536,6270,6056,7074,1234,1920,4278,1059,21513,3295,43622,9342,1447,17395,3564,1958,21695,2352,7283,1778,9753,37279,1668,175,6474,4318,2028,6436,596
2021.02.02,7894,279,13362,4939,41171,5918,7133,1316,916,26822,14450,410,1741,21336,11371,4919,3834,3812,8953,618,7188,12334,15609,6278,6132,7340,1249,1929,4324,1059,21584,3310,43793,9409,1447,17471,3602,1981,21820,2366,7318,1779,9900,37673,1685,176,6517,4316,2031,6480,624
2021.02.03,8203,279,13576,4985,41774,5927,7157,1318,926,27019,14587,414,1748,21420,11408,4975,3909,3863,9006,627,7220,12359,15644,6302,6158,7415,1303,1931,4373,1076,21693,3338,43959,9578,1447,17554,3654,1991,21961,2380,7394,1782,10033,38084,1697,179,6575,4388,2058,6496,624
2021.02.04,8365,279,13752,5009,42531,5937,7185,1321,932,27247,14756,416,1747,21497,11597,5033,3909,3921,9044,630,7251,12453,15725,6319,6182,7441,1308,1952,4424,1085,21793,3355,44109,9728,1447,17624,3681,1998,22091,2387,7487,1788,10202,38495,1711,181,6650,4416,2080,6545,624
2021.02.05,8449,279,13948,5050,43150,5945,7214,1325,940,27457,14858,416,1758,21603,11686,5067,4112,3971,9076,632,7287,12526,15750,6341,6222,7455,1307,1958,4463,1091,21886,3378,44277,9841,1451,17687,3710,2002,22251,2393,7553,1798,10405,38934,1728,181,6732,4449,2100,6575,624
2021.02.06,8513,279,14011,5061,43588,5952,7214,1329,947,27599,15090,416,1767,21676,11752,5108,4112,4020,9076,634,7329,12583,15854,6357,6266,7472,1312,1968,4496,1098,21964,3386,44478,9926,1453,17756,3761,2020,22396,2400,7611,1804,10463,39223,1733,182,6773,4449,2119,6611,624
2021.02.07,8515,279,14048,5076,43860,5954,7214,1335,952,27696,15092,418,1767,21738,11817,5108,4113,4051,9119,635,7349,12649,15854,6367,6269,7474,1314,1968,4520,1104,21989,3399,44657,9983,1453,17815,3813,2023,22460,2412,7651,1809,10469,39363,1736,183,6778,4449,2129,6613,624
2021.02.08,8523,279,14055,5106,44044,5963,7282,1339,956,27815,15130,418,1776,21779,11875,5110,4205,4091,9142,636,7372,12694,15863,6370,6270,7475,1314,1968,4522,1106,22011,3412,44781,9991,1454,17881,3817,2024,22489,2420,7690,1809,10566,39522,1738,183,6820,4451,2131,6614,624
2021.02.09,8579,280,14286,5148,44555,5972,7298,1343,961,28048,15301,418,1780,21802,11942,5145,4205,4126,9162,639,7413,12734,15925,6376,6342,7485,1315,1978,4559,1109,22103,3430,44951,10046,1457,17940,3870,2031,22631,2427,7693,1809,10631,39831,1748,186,6898,4558,2150,6663,647
2021.02.10,8888,280,14462,5174,45114,5979,7326,1346,965,28208,15421,423,1791,21869,12001,5174,4308,4175,9212,641,7446,12804,15939,6387,6367,7496,1320,1986,4582,1116,22250,3461,45123,10181,1459,17986,3900,2044,22757,2437,7742,1815,10731,40180,1765,187,6932,4603,2175,6705,647
2021.02.11,9021,280,14662,5199,45649,5983,7354,1350,973,28382,15513,424,1791,21985,12027,5196,4308,4211,9239,641,7467,12840,16019,6411,6390,7721,1320,1990,4637,1117,22329,3479,45263,10294,1460,18036,3948,2056,22871,2447,7837,1829,10812,40559,1774,188,6958,4633,2187,6723,647
2021.02.12,9180,282,14834,5212,46067,5989,7381,1352,976,28565,15708,425,1796,22027,12117,5223,4367,4253,9276,643,7503,12887,16027,6430,6429,7752,1324,2002,4663,1126,22393,3502,45410,10376,1461,18088,3959,2094,22975,2452,7894,1831,10893,40918,1785,189,6966,4675,2200,6734,647
2021.02.13,9242,282,14948,5252,46586,5991,7381,1356,979,28683,15850,425,1803,22087,12149,5236,4367,4272,9276,647,7536,12926,16119,6437,6461,7780,1327,2002,4694,1130,22440,3516,45566,10453,1461,18124,3994,2137,23070,2459,7911,1838,10902,41166,1790,189,6996,4675,2201,6744,647
2021.02.14,9242,282,14978,5265,46817,5994,7381,1361,979,28779,15871,426,1803,22121,12173,5236,4367,4282,9292,649,7554,12963,16119,6444,6462,7782,1327,2002,4709,1133,22454,3529,45700,10491,1461,18167,4024,2137,23095,2462,7998,1844,10933,41290,1794,189,7012,4675,2210,6745,647
2021.02.15,9244,282,14978,5275,46876,6002,7447,1364,980,28934,15928,426,1803,22166,12191,5237,4408,4291,9325,649,7580,12985,16130,6446,6464,7783,1328,2003,4720,1135,22466,3538,45816,10501,1461,18222,4041,2137,23116,2465,8034,1844,10937,41352,1796,190,7016,4675,2212,6749,647
2021.02.16,9257,287,14981,5287,47184,6014,7449,1364,982,29154,16174,426,1806,22199,12231,5263,4408,4318,9325,651,7612,13023,16149,6448,6501,7787,1331,2004,4733,1136,22497,3550,45950,10562,1461,18272,4061,2138,23131,2473,8055,1844,10954,41407,1797,191,7037,4709,2216,6788,662
2021.02.17,9346,288,15063,5313,47631,6023,7476,1365,985,29311,16273,427,1817,22224,12250,5306,4520,4336,9391,654,7630,13055,16160,6458,6524,7821,1334,2018,4774,1148,22632,3562,46075,10670,1461,18319,4089,2143,23316,2474,8117,1844,10985,41517,1806,191,7075,4759,2225,6798,662
2021.02.18,9424,288,15276,5323,48085,6028,7496,1366,992,29474,16403,428,1826,22297,12281,5321,4520,4373,9406,655,7661,13092,16251,6472,6531,7997,1337,2025,4805,1150,22721,3580,46242,10766,1465,18358,4112,2149,23414,2476,8155,1847,11057,41651,1813,193,7090,4803,2236,6816,662
2021.02.19,9573,289,15421,5336,48555,6032,7523,1366,993,29692,16610,430,1826,22368,12325,5336,4611,4401,9440,656,7677,13120,16274,6480,6534,8048,1339,2043,4831,1152,22784,3599,46400,10820,1465,18403,4132,2149,23490,2482,8213,1853,11064,41859,1834,193,7098,4822,2248,6852,662
2021.02.20,9590,289,15480,5348,48970,6036,7523,1366,994,29813,16742,430,1826,22426,12336,5336,4611,4426,9440,658,7697,13148,16342,6491,6553,8059,1341,2047,4868,1153,22834,3610,46512,10896,1467,18441,4155,2154,23565,2485,8256,1859,11115,42062,1842,196,7197,4822,2254,6871,662
2021.02.21,9592,289,15505,5357,49209,6038,7523,1367,995,29906,16744,431,1826,22466,12372,5336,4611,4447,9466,658,7715,13171,16342,6500,6553,8059,1342,2047,4872,1154,22858,3624,46623,10926,1468,18475,4181,2155,23592,2488,8324,1863,11133,42184,1852,197,7331,4822,2261,6871,662
2021.02.22,9592,290,15502,5363,49315,6049,7562,1368,995,30065,16835,431,1826,22506,12407,5374,4640,4460,9477,658,7732,13192,16343,6501,6553,8062,1341,2047,4882,1154,22874,3635,46729,10934,1468,18513,4203,2156,23608,2490,8332,1863,11153,42314,1853,198,7486,4857,2263,6871,662
2021.02.23,9660,290,15650,5377,49668,6051,7572,1379,998,30213,16927,431,1840,22528,12450,5400,4640,4476,9503,660,7762,13214,16380,6502,6577,8206,1346,2050,4903,1155,22978,3644,46840,10965,1469,18538,4227,2162,23705,2495,8357,1863,11198,42531,1865,199,7658,4881,2274,6910,671
2021.02.24,9744,290,15693,5387,50831,6056,7595,1402,1001,30340,17064,435,1840,22575,12467,5415,4719,4527,9528,677,7789,13243,16389,6511,6605,8223,1348,2054,4919,1157,23077,3658,46960,11074,1470,18569,4264,2194,23783,2499,8398,1864,11266,42838,1879,201,7807,4912,2285,6936,671
2021.02.25,9831,290,15814,5397,51315,6062,7614,1406,1005,30478,17199,435,1850,22607,12494,5438,4719,4570,9561,701,7805,13266,16436,6518,6613,8255,1350,2063,4933,1163,23147,3671,47065,11137,1471,18604,4302,2204,23863,2502,8443,1872,11321,43186,1890,203,7963,4942,2290,6994,671
2021.02.26,9869,290,15897,5407,51751,6068,7622,1418,1009,30624,17219,437,1859,22675,12531,5463,4730,4600,9587,701,7838,13296,16438,6530,6638,8270,1354,2078,4942,1167,23192,3685,47190,11186,1472,18635,4320,2206,23921,2502,8477,1879,11377,43469,1907,204,8197,4956,2291,6999,671
2021.02.27,9930,290,15967,5417,51927,6072,7622,1418,1010,30734,17294,439,1860,22710,12556,5470,4730,4625,9587,702,7856,13324,16508,6543,6669,8282,1356,2082,4957,1170,23238,3700,47300,11212,1475,18663,4379,2208,23922,2502,8498,1886,11393,43610,1929,204,8382,4956,2297,7014,671
2021.02.28,9929,290,15980,5243,52179,6074,7622,1422,1017,30852,17295,439,1860,22735,12573,5471,4730,4637,9608,703,7869,13352,16508,6551,6681,8281,1357,2082,4957,1170,23252,3716,47417,11212,1475,18691,4428,2208,23995,2502,8546,1888,11411,43790,1935,204,8552,4956,2300,7014,671
2021.03.01,9931,300,15979,5250,52297,6078,7651,1422,1019,30999,17376,439,1867,22759,12595,5472,4738,4652,9628,703,7879,13366,16519,6554,6681,8283,1357,2082,4957,1170,23273,3729,47519,11254,1475,18720,4478,2212,24011,2517,8562,1888,11421,43903,1940,205,8783,4969,2300,7014,671
2021.03.02,9991,302,16060,5254,52587,6082,7658,1426,1019,31135,17480,439,1871,22803,12623,5498,4738,4671,9647,703,7905,13388,16544,6558,6724,8298,1372,2084,4967,1170,23321,3740,47616,11288,1477,18749,4534,2225,24087,2525,8576,1888,11436,44187,1949,206,8943,4988,2301,7050,682
2021.03.03,10029,303,16089,5261,52952,6090,7678,1440,1023,31267,17625,441,1876,22853,12633,5501,4810,4704,9668,705,7919,13414,16550,6575,6743,8482,1373,2091,4987,1175,23449,3753,47733,11363,1478,18779,4534,2252,24152,2534,8620,1893,11459,44515,1955,207,9326,5012,2309,7069,682
2021.03.05,10122,305,16269,5283,53687,6094,7704,1453,1027,31522,17815,443,1876,22947,12697,5549,4817,4754,9716,704,7930,13446,16601,6602,6783,8504,1379,2112,5020,1178,23521,3787,47951,11446,1478,18832,4534,2293,24274,2541,8699,1896,11534,45095,1970,207,9428,5041,2318,7094,682
2021.03.06,10149,305,16323,5297,53987,6100,7704,1464,1030,31620,17905,444,1879,23003,12726,5552,4806,4806,9716,704,7941,13471,16658,6614,6805,8512,1379,2113,5036,1181,23557,3796,48045,11502,1479,18853,4534,2296,24327,2541,8719,1898,11543,45241,1975,208,9519,5041,2323,7103,682
2021.03.07,10148,305,16328,5319,54098,6103,7704,1473,1030,31683,17906,445,1879,23015,12737,5558,4806,4819,9748,706,7955,13493,16658,6618,6808,8514,1381,2113,5037,1184,23574,3808,48133,11502,1479,18879,4534,2296,24356,2541,8754,1900,11547,45307,1976,208,9596,5041,2325,7106,682
2021.03.08,10148,305,16328,5343,54168,6113,7725,1475,1035,31764,17948,445,1890,23021,12744,5559,4810,4829,9758,706,7963,13500,16662,6624,6808,8516,1381,2113,5040,1184,23590,3811,48198,11535,1479,18902,4534,2298,24368,2549,8760,1901,11556,45407,1977,208,9683,5063,2325,7106,682
2021.03.09,10186,305,16326,5357,54444,6116,7739,1482,1036,31889,17978,445,1892,23040,12762,5574,4810,4850,9769,723,7988,13513,16692,6764,6834,8625,1385,2110,5054,1185,23635,3830,48277,11552,1479,18924,4701,2303,24413,2556,8763,1901,11588,45575,1990,211,9790,5077,2326,7134,691
2021.03.10,10222,305,16404,5382,54701,6119,7752,1492,1037,31948,18036,448,1901,23068,12775,5601,4845,4884,9812,723,8002,13533,16700,6773,6845,8637,1387,2120,5067,1187,23768,3839,48369,11595,1481,18949,4701,2305,24452,2559,8781,1904,11606,45788,1992,211,9849,5100,2330,7150,691
2021.03.12,10299,306,16519,5437,55192,6131,7765,1496,1038,32145,18164,449,1909,23164,12824,5630,4816,4950,9861,723,8030,13565,16729,6805,6883,8655,1392,2124,5097,1195,23854,3849,48554,11663,1486,18993,4701,2319,24524,2567,8833,1907,11639,46222,2017,212,9961,5123,2511,7164,691
2021.03.13,10327,306,16546,5455,55396,6136,7765,1504,1040,32225,18216,450,1910,23189,12846,5633,4816,4966,9861,724,8038,13584,16769,6809,6896,8660,1392,2127,5117,1199,23888,3850,48648,11691,1488,19017,4701,2322,24526,2567,8870,1909,11627,46356,2021,214,9985,5123,2519,7178,691
2021.03.14,10327,306,16553,5474,55506,6138,7765,1507,1041,32255,18215,451,1910,23207,12856,5641,4816,4982,9884,724,8048,13593,16769,6814,6901,8660,1392,2127,5118,1199,23903,3852,48752,11691,1488,19032,4701,2322,24527,2567,8875,1912,11627,46470,2027,214,10019,5123,2530,7176,691
2021.03.15,10329,306,16553,5481,55559,6142,7788,1511,1042,32348,18262,451,1916,23217,12864,5642,4829,5005,9903,725,8055,13602,16779,6815,6903,8661,1393,2127,5121,1199,23925,3853,48815,11709,1488,19050,4701,2324,24583,2576,8878,1912,11638,46510,2027,214,10060,5135,2531,7177,691
2021.03.16,10337,306,16574,5493,55759,6146,7799,1514,1042,32449,18287,451,1929,23236,12876,5657,4829,5029,9925,725,8080,13611,16805,6817,6929,8694,1396,2128,5135,1202,23966,3860,48908,11722,1489,19064,4788,2346,24678,2583,8881,1912,11650,46638,2032,215,10104,5149,2546,7182,693
2021.03.17,10363,307,16586,5507,55980,6149,7807,1516,1044,32504,18359,451,1935,23255,12893,5666,4831,5056,9955,725,8099,13627,16809,6824,6936,8702,1396,2129,5147,1202,24045,3872,48970,11757,1490,19080,4788,2349,24717,2588,8933,1915,11658,46813,2037,217,10154,5156,2565,7201,693
2021.03.18,10391,310,16645,5515,56220,6156,7822,1517,1046,32598,18420,451,1938,23287,12907,5672,4831,5504,9974,727,8113,13638,16843,6830,6938,8708,1406,2130,5157,1207,24076,3877,49061,11783,1490,19097,4788,2353,24739,2594,8938,1919,11681,47010,2041,217,10182,5168,2570,7208,693
2021.03.19,10425,310,16691,5529,56297,6158,7832,1522,1047,32651,18464,452,1941,23304,12922,5672,4836,5695,9988,728,8132,13659,16857,6839,6945,8709,1409,2133,5161,1213,24103,3882,49134,11805,1491,19119,4788,2357,24775,2595,8966,1919,11709,47183,2058,217,10092,5174,2600,7222,693
2021.03.20,10436,310,16733,5533,56316,6160,7832,1526,1049,32713,18530,453,1941,23329,12926,5674,4836,5720,9988,728,8158,13676,16906,6845,6955,8713,1414,2135,5171,1217,24134,3889,49201,11820,1492,19135,4788,2362,24802,2595,8977,1922,11713,47282,2060,219,10104,5174,2600,7240,693
2021.03.21,10436,310,16745,5539,56721,6163,7832,1529,1050,32742,18530,454,1941,23357,12946,5675,4836,5738,9988,729,8170,13693,16906,6850,6956,8718,1414,2135,5172,1217,24174,3889,49226,11820,1492,19152,4788,2363,24816,2595,9007,1923,11650,47331,2062,219,10117,5174,2606,7240,693
2021.03.22,10436,310,16745,5544,56794,6165,7841,1531,1050,32779,18556,454,1946,23379,12947,5675,4844,5799,10030,729,8184,13705,16912,6850,6956,8719,1414,2135,5174,1217,24181,3892,49244,11836,1492,19166,4788,2365,24793,2604,9027,1923,11684,47429,2062,219,10127,5183,2612,7240,693
2021.03.23,10450,312,16798,5547,57020,6170,7845,1535,1051,32820,18588,454,1951,23391,12959,5683,4844,5814,10037,731,8195,13714,16932,6857,6977,8773,1419,2137,5188,1218,24242,3903,49262,11854,1494,19177,4788,2367,24836,2606,9030,1923,11728,47562,2077,220,10137,5186,2613,7240,695
2021.03.24,10487,312,16842,5560,57267,6174,7852,1535,1053,32850,18660,457,1952,23408,12975,5689,4874,5863,10056,731,8214,13733,16949,6866,6981,8785,1431,2165,5203,1228,24292,3909,49517,11894,1495,19189,4850,2368,24872,2606,9055,1924,11732,47665,2082,222,10143,5200,2619,7263,695
2021.03.25,10504,313,16874,5571,57526,6176,7862,1536,1053,32957,18751,458,1954,23442,12982,5708,4875,5970,10073,731,8217,13746,17003,6892,6987,8788,1435,2174,5215,1229,24330,3916,49589,11987,1497,19209,4850,2370,24913,2607,9083,1927,11752,47796,2088,223,10147,5213,2624,7267,695
2021.03.26,10523,313,16898,5583,57773,6181,7865,1536,1055,33116,18849,459,1954,23472,13002,5716,4886,6008,10087,731,8232,13767,17023,6899,6998,8792,1435,2175,5226,1231,24358,3923,49647,12028,1498,19223,4850,2373,24944,2608,9092,1928,11777,47918,2091,224,10154,5218,2628,7271,695
2021.03.27,10526,313,16912,5590,57987,6182,7865,1544,1056,33142,18926,462,1954,23498,13011,5718,4886,6023,10087,736,8246,13783,17047,6903,7000,8796,1436,2175,5236,1235,24382,3925,49728,12028,1498,19237,4850,2375,24972,2608,9104,1933,11788,48010,2101,224,10178,5218,2631,7274,695
2021.03.28,10526,313,16918,5595,58066,6186,7865,1544,1056,33178,18926,462,1954,23521,13023,5725,4886,6031,10087,736,8251,13791,17047,6908,7001,8796,1436,2175,5236,1237,24389,3925,49817,12028,1498,19249,4850,2375,24984,2608,9122,1933,11800,48064,2114,225,10198,5218,2634,7274,695
2021.03.29,10526,313,16918,5601,58092,6195,7883,1552,1059,33247,18962,462,1957,23527,13028,5729,4897,6042,10122,736,8260,13798,17056,6913,7001,8797,1436,2175,5237,1237,24404,3925,49955,12085,1498,19261,4850,2375,25005,2613,9122,1933,11829,48103,2114,225,10219,5226,2638,7277,695
2021.03.30,10527,313,16941,5616,58228,6200,7885,1559,1061,33338,18987,462,1957,23542,13038,5729,4897,6065,10132,738,8273,13803,17108,6914,7013,8848,1437,2177,5239,1237,24486,3932,50008,12087,1498,19273,4850,2381,25043,2618,9126,1935,11839,48208,2118,225,10242,5237,2640,7292,695
2021.03.31,10554,313,16967,5626,58377,6211,7889,1559,1064,33425,19055,463,1962,23579,13039,5743,4908,6090,10141,743,8286,13813,17119,6926,7032,8853,1437,2180,5249,1238,24561,3937,50097,12112,1498,19291,4953,2383,25089,2619,9146,1935,11850,48215,2122,227,10252,5247,2676,7315,700
2021.04.01,10553,313,16977,5636,58563,6217,7900,1559,1066,33494,19119,463,1963,23601,13048,5751,4908,6108,10161,744,8303,13828,17174,6938,7048,8859,1438,2181,5256,1245,24591,3942,50173,12136,1498,19305,4953,2385,25124,2624,9174,1938,11856,48458,2125,227,10268,5262,2683,7326,700
2021.04.02,10607,313,16989,5639,58713,6225,7904,1565,1069,33586,19176,463,1966,23626,13069,5754,4927,6129,10161,744,8319,13842,17194,6942,7051,8861,1454,2181,5260,1245,24615,3949,50256,12136,1498,19327,4953,2385,25148,2630,9179,1938,11858,48566,2131,228,10279,5278,2688,7336,700
2021.04.03,10637,313,16991,5641,58797,6233,7904,1565,1070,33652,19210,467,1966,23635,13074,5822,4927,6149,10161,745,8342,13855,17259,6953,7055,8866,1465,2181,5274,1247,24632,3949,50350,12136,1498,19336,4953,2391,25180,2630,9196,1938,11858,48644,2132,229,10287,5278,2693,7341,700
2021.04.04,10637,313,16990,5643,58844,6238,7904,1566,1070,33674,19212,467,1966,23654,13074,5822,4927,6163,10161,745,8350,13855,17259,6953,7055,8866,1466,2181,5274,1249,24637,3949,50432,12136,1498,19355,4953,2392,25188,2630,9196,1938,11865,48664,2132,229,10329,5278,2695,7340,700
2021.04.05,10638,313,16990,5648,58877,6244,7923,1566,1072,33710,19212,467,1972,23665,13075,5822,4922,6171,10165,746,8363,13876,17282,6963,7055,8867,1466,2181,5275,1249,24649,3953,50504,12173,1497,19368,4953,2394,25195,2629,9203,1938,11903,48697,2133,229,10360,5285,2696,7341,700
2021.04.06,10652,313,16996,5653,58967,6253,7930,1567,1074,33780,19238,467,1974,23673,13084,5835,4922,6184,10174,746,8378,13881,17343,6967,7073,8876,1477,2183,5297,1249,24700,3961,50549,12189,1499,19395,4953,2427,25233,2632,9204,1938,11911,48780,2137,229,10401,5299,2707,7349,701
2021.04.07,10652,313,17023,5660,59076,6261,7935,1567,1076,33822,19305,467,1980,23702,13099,5836,4927,6198,10185,747,8389,13896,17373,6986,7077,8878,1489,2183,5308,1250,24749,3963,50641,12212,1499,19419,6669,2434,25284,2635,9213,1938,11932,48879,2139,230,10415,5306,2722,7356,701
2021.04.08,10675,313,17055,5662,59210,6269,7940,1568,1077,33906,19374,470,1989,23740,13114,5843,4927,6214,10200,748,8410,13905,17450,7000,7082,8879,1494,2207,5313,1251,24783,3974,50697,12224,1499,19442,6669,2439,25327,2636,9237,1939,11936,48975,2149,230,10436,5316,2735,7370,701
2021.04.09,10686,313,17062,5661,59385,6272,7944,1573,1079,33968,19424,470,1993,23762,13131,5849,4933,6223,10216,750,8424,13913,17479,7010,7086,8878,1521,2219,5323,1253,24826,3976,50776,12248,1501,19462,6669,2440,25372,2638,9248,1946,11939,49080,2157,231,10451,5322,2737,7375,701
2021.04.10,10712,313,17092,5661,59485,6280,7944,1577,1081,34014,19488,471,1993,23777,13138,5857,4933,6241,10216,750,8444,13942,17563,7022,7095,8884,1523,2220,5332,1256,24859,3976,50835,12248,1502,19471,6669,2440,25405,2638,9273,1946,11947,49146,2159,231,10458,5322,2742,7379,701
2021.04.11,10712,313,17086,5661,59535,6285,7944,1578,1081,34021,19488,471,1993,23793,13148,5857,4933,6250,10216,750,8455,13950,17563,7035,7096,8885,1523,2220,5332,1257,24870,3976,50916,12248,1502,19492,6669,2440,25409,2638,9276,1946,11950,49170,2159,231,10472,5322,2745,7380,701
2021.04.12,10712,314,17086,5665,59552,6294,7957,1581,1084,34056,19523,471,1996,23809,13151,5857,4925,6257,10241,751,8470,13967,17576,7037,7096,8887,1524,2221,5332,1257,24896,3979,51002,12290,1502,19503,6669,2441,25415,2638,9276,1947,11957,49191,2159,233,10486,5329,2745,7383,701
2021.04.13,10722,314,17105,5673,59633,6304,7974,1587,1085,34120,19548,471,2000,23826,13167,5857,4925,6261,10255,753,8484,13973,17657,7040,7119,8970,1526,2226,5339,1257,24945,3988,51054,12305,1504,19514,6669,2446,25471,2640,9289,1947,11967,49247,2161,233,10506,5340,2747,7394,703
2021.04.14,10728,314,17109,5680,59757,6317,7984,1591,1088,34164,19600,473,2006,23865,13187,5857,4938,6285,10264,757,8493,13985,17694,7056,7122,8995,1526,2226,5353,1261,25006,3996,51148,12325,1505,19534,6697,2449,25521,2642,9304,1948,11976,49314,2161,237,10510,5357,2756,7402,703
2021.04.15,10736,334,17123,5686,59845,6321,7990,1595,1090,34238,19662,473,2015,23896,13194,5870,4938,6302,10273,758,8512,13994,17817,7067,7127,9000,1528,2205,5359,1264,25053,3997,51217,12359,1506,19549,6697,2455,25569,2646,9307,1949,11984,49394,2162,240,10529,5362,2772,7406,703
2021.04.16,10739,334,17153,5692,59951,6335,7995,1596,1093,34330,19718,474,2017,23920,13211,5878,4947,6317,10282,763,8528,14005,17858,7073,7139,9005,1537,2205,5365,1266,25094,4001,51270,12387,1509,19560,6697,2457,25634,2647,9309,1952,11998,49462,2164,242,10549,5380,2777,7412,703
2021.04.17,10790,334,17151,5693,60034,6341,7995,1602,1095,34404,19757,474,2017,23945,13216,5881,4947,6330,10282,764,8545,14010,17934,7083,7153,9009,1545,2213,5365,1266,25134,4001,51337,12387,1510,19578,6697,2460,25666,2647,9321,1953,11999,49515,2164,242,10564,5380,2780,7422,703
2021.04.18,10790,334,17153,5694,60073,6351,7995,1602,1096,34439,19758,474,2017,23955,13224,5881,4947,6338,10282,765,8562,14018,17934,7098,7153,9009,1546,2213,5365,1270,25143,4001,51380,12387,1510,19603,6697,2460,25688,2647,9336,1953,12016,49549,2164,242,10581,5380,2785,7420,703
2021.04.19,10790,334,17153,5699,60082,6362,8014,1602,1096,34471,19784,474,2022,23976,13226,5886,4949,6347,10293,767,8574,14037,17996,7104,7153,9010,1546,2215,5368,1270,25161,4007,51425,12418,1510,19630,6697,2460,25697,2651,9352,1953,12031,49572,2166,242,10595,5394,2785,7421,703
2021.04.20,10798,334,17193,5706,60161,6367,8020,1603,1097,34533,19798,474,2022,23989,13234,5893,4949,6360,10306,767,8592,14039,18086,7109,7161,9049,1552,2222,5377,1271,25206,4010,51488,12437,1513,19649,6697,2461,25771,2654,9355,1953,12046,49625,2174,242,10625,5407,2789,7427,705
2021.04.21,10807,334,17199,5708,60253,6385,8027,1603,1097,34616,19829,474,2028,24018,13248,5899,4955,6373,10316,768,8605,14052,18130,7122,7163,9056,1557,2229,5388,1273,25271,4020,51531,12480,1515,19670,6716,2467,25837,2658,9365,1954,12064,49701,2177,243,10640,5422,2800,7430,705
2021.04.22,10824,334,17221,5711,60345,6399,8039,1604,1098,34696,19875,476,2028,24056,13252,5904,4955,6381,10324,769,8625,14070,18251,7132,7173,9064,1557,2232,5400,1274,25301,4023,51628,12505,1515,19695,6716,2468,25887,2660,9388,1956,12076,49769,2178,243,10653,5428,2808,7438,705
2021.04.23,10840,334,17238,5716,60413,6416,8047,1609,1099,34759,19917,477,2031,24083,13256,5907,4962,6403,10336,771,8633,14081,18283,7142,7175,9065,1559,2241,5422,1281,25328,4024,51689,12523,1517,19718,6716,2477,25946,2660,9404,1957,12080,49829,2179,243,10666,5434,2813,7452,705
